activity_identifier,title,title_lang,description,description_lang,activity_status,activity_scope,default_currency,humanitarian,hierarchy,last_updated_datetime,xml_lang,reporting_org_ref,reporting_org_name,reporting_org_name_lang,reporting_org_type,reporting_org_secondary_reporter,planned_start_date,actual_start_date,planned_end_date,actual_end_date,recipient_country_code,recipient_country_percentage,recipient_country_name,recipient_country_lang,recipient_region_code,recipient_region_percentage,recipient_region_name,recipient_region_lang,collaboration_type,default_flow_type,default_finance_type,default_aid_type,default_tied_status,conditions_attached
XM-DAC-46008-cfa011999,PROMULPRE II,,"El Programa Multisectorial de Preinversión II (PROMULPRE II) financiará estudios de preinversión para la conformación de una cartera de proyectos estratégicos en el área de infraestructura económica, social y ambiental a nivel nacional, departamental y municipal. El alcance del Programa abarcará los siguientes sectores: agua potable, alcantarillado, saneamiento, riego, drenaje urbano, tratamiento de agua residuales, recolección y disposición de residuos sólidos, desarrollo urbano y territorial, transporte vial, fluvial y energía. Los beneficiarios del PROMULPRE II serán los ministerios, gobiernos departamentales, gobiernos municipales y otras instituciones públicas relacionadas con el desarrollo nacional. Estas instituciones deben integrar el Sistema Nacional de Inversión Pública (SNIP) y aplicar las normas básicas del mismo. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BO,,,,,,,,,,421,,,
XM-DAC-46008-cfa011694,Construcción Carretera Unduavi - Chulumani Tramo 2B km 7 (Santa Rosa) - Puente Villa,,"El Proyecto consiste en la construcción del Tramo 2 (La Florida - Santa Rosa -– Puente Villa), que forma parte de la carretera Unduavi-Chulumani, con una intervención prevista de 16,6 km sobre un total de extensión aproximada de 70 km. El Tramo 2, se subdivide en sección A y B. En la sección A (7 km) se ejecutaron intervenciones en el pasado y la inversión objeto de este financiamiento corresponde a obras complementarias pendientes y sobre todo de seguridad vial. La sección B (9,6 km) es la que requiere mayor intervención en construcción y une las localidades de Santa Rosa con Puente Villa. Adicionalmente, forman parte del Proyecto la actualización de los estudios de los Tramos 1 y 3.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BO,,,,,,,,,,421,,,
XM-DAC-46008-cfa008548,Programa de Ampliación y Modernización de la Infraestructura Educativa (PAMIE),,"""Las escuelas integrales introducen un nuevo enfoque en el entorno educativo, que consiste en proveer en un solo lugar la educación preescolar, básica y media a una escala que permita tanto atender la nueva matrícula como retener al grupo de estudiantes que deserta del nivel medio, aumentando las posibilidades de que los estudiantes completen su ciclo escolar.  Con el fin de alcanzar el objetivo señalado, el PAMIE ha sido estructurado en los siguientes 4 componentes:  •\tComponente I: Infraestructura Escolar. Comprende la construcción de escuelas integrales que abarcan los niveles de pre-escolar, básica y media en áreas urbanas y semi-urbanas de la República de Panamá< y (b) la ampliación, rehabilitación y modernización de escuelas existentes en áreas urbanas y rurales.    •\tComponente II: Equipamiento y Mobiliario. Comprende la adquisición del equipamiento y mobiliario necesario para las escuelas del componente I, incluyendo, entre otros, equipos para laboratorios de ciencias e informáticos, bibliotecas y espacios deportivos,  mobiliario para aulas, y unidades administrativas y de servicios como comedores, cocina y enfermería.  •\tComponente III: Inspección de Obras y Fortalecimiento Institucional.  Este componente financiará los costos de asesoría y supervisión de las obras, estudios técnicos complementarios, asistencia técnica y capacitación del personal, y las auditorías externas. El propósito de estas actividades es garantizar la calidad y eficiencia de las inversiones y optimizar la utilización de la infraestructura.  •\tComponente IV. Imprevistos y otros costos. Este componente está dirigido a financiar potenciales incrementos en el costo de las obras debido a aumentos en el índice de precios de materiales de construcción (IPMC) u ocurrencias no previstas en el plan de contingencias de  las obras. """,,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,PA,,,,,,,,,,421,,,
XM-DAC-46008-cfa010973,Sistema Integrado de Movilidad de Contagem,,"El programa consta de un componente consolidado de obras a lo largo del Municipio dividido en 4 subcomponentes: 1.1) Corredor Estructural Este-Oeste, incluyendo 3 viaductos: el viaducto CEASA, Viaducto Av. Das Américas, Viaducto Av. Helena Vasconcelos y la vía de retorno del Parque linear Sarandí< 1.2) Corredor Estructural Norte-Sur, que incluye la rehabilitación de la infraestructura viaria para implantar el Sistema BRT, las estaciones de transferencia del mismo y las estaciones intermodales Sede y Darcy Ribeiro< 1.3) Obras y estudios de sostenibilidad urbana, engloba la rehabilitación del Parque Sarandí y el Boulevard Portugal así como los estudios de impacto ambiental y huella de carbono y 1.4) Obras y estudios complementarios, que comprenden la rehabilitación de infraestructura viaria.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BR,,,,,,,,,,421,,,
XM-DAC-46008-cfa009545,Proyecto de Construcción de la Doble Via Caracollo-Colomi Tramo 2B: Confital-Bombeo,,"El Proyecto contempla la construcción y pavimentación de una segunda vía en el tramo que une las localidades de Confital y Bombeo a lo largo de 44,6 km. El Proyecto forma parte de la Red Vial Fundamental, pertenece al corredor este–oeste que es uno de los ejes de integración regional, política y económica más importantes de Bolivia, y contribuye a integrar este país con Brasil y Chile.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BO,,,,,,,,,,421,,,
XM-DAC-46008-cfa011872,Programa de Saneamiento en Localidades Litoráneas de Ceará,,"El Programa está sustentado en distintos planes de desarrollo y alineado tanto con los objetivos de la Agenda de Desarrollo Sostenible como la Estrategia de CAF en Brasil. Enmarcado específicamente en intervenciones integrales para el sector Agua, contribuirá a la mejora de servicios en 9 localidades costeras, atendiendo problemáticas vinculadas a baja cobertura, saturación de las redes existentes y presión sobre los ecosistemas que no permiten incrementar capacidades de recepción de turistas para atender de forma sostenible mayores flujos de demanda. Se prevé beneficiar de manera directa a aproximadamente 59.723 personas mediante la construcción o rehabilitación de 18 plantas de agua potable y aguas residuales, implementación de aproximadamente 15.181 conexiones y 228 km de redes de agua potable y alcantarillado sanitario, entre otros. Por otro lado, se prevé la capacitación ambiental de aproximadamente 1.800 funcionarios públicos y profesionales del sector turístico a través de 60 cursos especializados. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BR,,,,,,,,,,421,,,
XM-DAC-46008-cfl0000003441,BANCO DE OCCIDENTE,,"Línea de Crédito Revolvente No Comprometida por un monto de USD $75.000.000,00",,4,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,CO,,,,,,,,,,421,,,
XM-DAC-46008-cfa008729,Programa de Mejoramiento de Corredores de Integración y Reconstrucción Vial,,"El Programa, a ser ejecutado en 4 años, comprende obras viales de rehabilitación, mejoramiento y pavimentación de 398 km de vías sobre las redes nacional y departamental, localizadas en tres departamentos fronterizos con Brasil, Argentina y Bolivia. Combina inversiones en infraestructura de rutas y elaboración de estudios de preinversión, además de otras actividades menores para fortalecer la planificación y conservación de la red vial del Paraguay. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,PY,,,,,,,,,,421,,,
XM-DAC-46008-cfa012503,Programa de Inovação Social para Transformação Territorial de Porto Alegre,,"El Programa prevé financiar obras, equipamientos y servicios vinculados a la infraestructura y ordenamiento urbano en barrios vulnerables del MPOA, incluyendo infraestructura básica y espacios públicos, además de costos de preinversión vinculados y de fortalecimiento institucional para la gestión y supervisión de las inversiones previstas. Además, el Programa califica como 100% verde. A tales efectos, la operación se estructura en los siguientes 3 componentes: (i) Complejos Integrados Territoriales y otras Obras< (ii) Unidad Gestora del Programa y (iii) Otros Gastos. Se estima un número total de beneficiarios directos en por lo menos 127.000 personas, pero es importante destacar que toda la población del municipio se beneficiará indirectamente de las acciones del Programa. En las intervenciones a ejecutar se destaca: (i) Implementar Complejos Integrados Territoriales para brindar servicios públicos en los territorios y atender a la población en situación de vulnerabilidad y riesgo social y climático< (ii) Promover inversiones en infraestructura inclusiva y ambientalmente sostenible en territorios y zonas de riesgo que permitan la mejora de las condiciones de movilidad, accesibilidad, saneamiento, salud, educación, y seguridad< (iii) Ampliar y fortalecer proyectos e instrumentos de gestión de riesgos y desastres para apoyar la toma de decisiones y garantizar inversiones eficientes, innovadoras y sostenibles< y (iv) Apoyar en la reconstrucción de infraestructuras que hayan sufrido daños por ocasión de los eventos climáticos de mayo de 2024. Cabe destacar que los complejos integrados prevén la descentralización de la prestación de servicios municipales, brindando espacios para la enseñanza, el deporte, la cultura, el ocio, la calificación técnica y la innovación, permitiendo la reconstrucción, recuperación y construcción post-desastre, contribuyendo a la resiliencia frente a eventos climáticos extremos. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BR,,,,,,,,,,421,,,
XM-DAC-46008-cfa012641,Programa de Rehabilitación de Redes de Distribución Eléctrica y Reducción de Pérdidas,,"Las intervenciones consideran la rehabilitación de siete circuitos, priorizados por su impacto comercial y operativo, en las redes de distribución de las provincias de Santo Domingo, Samaná, La Altagracia, Peravia, Barahona y San Cristóbal, localizadas en áreas de servicio de las tres EDEs, beneficiando directamente a 92.342 clientes del servicio eléctrico, aproximadamente unas 277 mil personas.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,DO,,,,,,,,,,421,,,
XM-DAC-46008-cfl0000003624,Banco del Estado de Chile,,"Línea de Crédito Revolvente No Comprometida por un monto de USD $200.000.000,00",,4,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,CL,,,,,,,,,,421,,,
XM-DAC-46008-cfa007902,Programa de Rehabilitación y Optimización de las Plantas Mayores de Potabilización de Agua en la República Bolivariana de Venezuela,,"Comprende las inversiones para la rehabilitación, modernización y optimización de 7 de las más importantes plantas de potabilización de Venezuela. Se espera ejecutar este componente a partir de la priorización de inversiones por grupos de plantas potabilizadoras, comenzando por las plantas más críticas y de mayor impacto. 3. Fortalecimiento institucional. Comprende las actividades relativas al fortalecimiento de la gestión del Organismo Ejecutor, tanto durante la ejecución del Programa como durante la fase de operación y mantenimiento posterior a la ejecución de las inversiones. 4. Otros Rubros. Corresponde a costos de supervisión e inspección del Programa, gestión ambiental y social, contratación de la auditoría externa y costos financieros. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,VE,,,,,,,,,,421,,,
XM-DAC-46008-cfa010613,Proyecto de Mejoramiento del Sistema de Transmisión y de Distribución de Electricidad del Sistema Metropolitano de Paraguay (Fase II),,"El Proyecto mejorará el desempeño del suministro del Sistema Metropolitano, principal centro de carga del Sistema Interconectado Nacional (SIN), el cual concentra el 57% de la demanda y suministro de energía eléctrica a la principal zona de actividad comercial e industrial del país. Asimismo, mejorará la calidad del servicio con tensiones estables en el sistema de transmisión de Asunción y de los departamentos de Caaguazú y Alto Paraná, lo que permitirá atender el crecimiento de la demanda con un servicio de mayor confiabilidad y favorecerá el desarrollo económico y la calidad de vida de la población.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,PY,,,,,,,,,,421,,,
XM-DAC-46008-cfa012422,Programa de Mejora del Acceso y la Calidad Educativa (PROMACE) Etapa II,,"El Programa se estructura en los siguientes tres componentes:   3.1. Componente I: Infraestructura Educativa  Incluye la construcción y equipamiento mobiliario de edificios escolares, la supervisión independiente de obras, el fortalecimiento de los equipos técnicos para su ejecución y el desarrollo e implementación de un sistema de monitoreo y evaluación de la infraestructura educativa.   Este componente financiará los siguientes 2 subcomponentes:  1.1: Ampliación y mejoramiento de la Cobertura. Incluye la construcción y equipamiento mobiliario de 55 nuevos edificios escolares en los cuales operarán 63 instituciones educativas, 16 de las cuales tendrán como finalidad la formación de competencias laborales para contribuir a la vinculación de sus estudiantes, de acuerdo al siguiente detalle:  1.2: Preinversión y Supervisión. Este subcomponente financiará la preinversión, gestión y supervisión de obras< la supervisión técnica, ambiental y social de las obras< el fortalecimiento del equipo técnico de la Secretaría de Infraestructura Educativa PROMACE (SIEP), para llevar adelante las tareas de preinversión y cualquier otra que sea necesaria para la ejecución del componente y el desarrollo e implementación de un sistema de gestión que contribuya a la eficientización de la gestión de las áreas del Ministerio de Educación a cargo de la infraestructura educativa.  3.2. Componente II: Vinculación con el contexto productivo  Con el fin de mejorar la calidad educativa y su vinculación con el trabajo, se financiará la actualización de los contenidos curriculares de las escuelas técnicas y agrotécnicas, y se implementarán ofertas formativas, en particular técnicas y profesionales, que posibiliten el desarrollo, de competencias, habilidades y capacidades requeridas por ocupaciones alineadas a la demanda laboral de la provincia y contribuyan a aumentar sus posibilidades de inserción laboral dentro de la comunidad. Este componente financiará: · adquisición de equipamiento, maquinaria, herramientas y suministros para la instalación de 17 Aulas Taller Fija (ATF), en 17 escuelas secundarias orientadas para el desarrollo de cursos de capacitación laboral. · adquisición de 21 Aulas Taller Móvil (ATM) para el desarrollo de cursos de capacitación laboral. · adquisición de equipamiento para la instalación de un Centro de Simulación en San Salvador de Jujuy, para el desarrollo de cursos de capacitación laboral en manejo y mantenimiento de maquinaria pesada, incluyendo la compra de 16 simuladores, así como también, la adquisición de mobiliario y equipamiento general para el dictado de los correspondientes cursos, incluyendo pupitres, sillas, computadora y proyector, entre otros. · contratación de consultorías y asistencias técnicas destinadas a: desarrollar los contenidos y usos pedagógicos del equipamiento adquirido en el marco del Programa< actualizar los contenidos curriculares de las escuelas técnicas y agrotécnicas< implementar las nuevas currículas y capacitar a los docentes y cualquier otra actividad que oportunamente se considere necesaria.  3.3. Componente III: Administración y Gestión del Programa  Este componente, financiará la gestión administrativa del Programa de modo de garantizar una mayor eficacia y eficiencia en la asignación de los recursos. Las principales acciones de este componente son: el monitoreo y la evaluación del programa y el fortalecimiento de equipos técnicos a cargo de la ejecución y la administración y gestión del Programa. Asimismo, este componente financiará la comisión al organismo financiador y los costos correspondientes a la evaluación del Programa. Con respecto a la Auditoría Externa del Programa, la misma será llevada adelante por parte del Tribunal de Cuentas de la Provincia de Jujuy, al igual que en su primera etapa de ejecución.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,AR,,,,,,,,,,421,,,
XM-DAC-46008-cfa011318,Programa de Macrodrenaje y Control de Inundaciones del Río Baquirivu-Guaçu en Guarulhos,,"El Programa considera una inversión total de USD 120,0 MM, siendo el financiamiento de CAF equivalente a USD 96,0 MM (80,0%). El objetivo del Programa es mejorar la capacidad de los sistemas de drenaje y control de inundaciones en la cuenca del Río Baquirivu-Guaçu y promover la recuperación ambiental, social y la resiliencia climática, además de mejorar la conectividad vial y la movilidad en el Municipio de Guarulhos. En este sentido, el Programa se estructuró en tres componentes (1. Macrodrenaje e infraestructura urbana y social< 2. Gestión del Programa< y 3. Otros gastos) incluyendo obras, proyectos y estudios. El Programa también incluye recursos destinados a: (i) la gestión del Programa, mediante la contratación de una firma de apoyo al gerenciamiento, auditoría y supervisión técnica< y (ii) otros gastos (comisión de financiamiento y gastos de evaluación).  ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BR,,,,,,,,,,421,,,
XM-DAC-46008-cfa012320,Proyecto de construcción Camino Norte Integrado - Yapacaní,,"El Proyecto contempla la pavimentación de un tramo de 30 km de un camino rural existente, actualmente en ripio, ubicado en el Municipio de Yapacaní, Departamento de Santa Cruz, del Estado Plurinacional de Bolivia. Asimismo, prevé la construcción, de una carretera en pavimiento rígido con carriles de circulación de 3.5 m y bermas de 1.5 m en tratamiento superficial e incluye, además: la construcción de tres (3) puentes, obras de drenaje y la implementación de señalización vertical y horizontal de la vía. Ese tramo de 30 km corresponde a la primera fase del Proyecto “Faja Norte-Norte Integrado”, el cual, por su vez, cuenta con una longitud total de 91,95 km y se conecta con la Red Vial Fundamental no.4 (RVF4), también nombrado “Corredor Este-Oeste”. En efecto, al conectarse al mencionado Corredor, se prevé una reducción de los costos logísticos de transporte de carga y pasajeros, cumpliendo así una función de integración y articulación dentro del territorio boliviano, y que contribuirá a vincular zonas altamente productivas, tales como Puerto Grether, Choré-Víbora, y Cascabel, con los principales centros de consumo del país. Adicionalmente, la implementación del Proyecto permitirá el acceso seguro y eficiente de la población a más de veinte (20) centros de salud, noventa y cinco (95) unidades educativas, ubicadas en la zona de influencia, además de 3 universidades y 6 institutos tecnológicos, beneficiando a aproximadamente 92.000 personas.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BO,,,,,,,,,,421,,,
XM-DAC-46008-cfl0000003735,FONDO FINANCIERO PARA EL DESARROLLO DE LA CUENCA DEL PLATA - FONPLATA,,"Línea de crédito revolvente no comprometida por un monto de USD 150.000.000.  Los países miembros de FONPLATA son Argentina, Bolivia, Brasil, Paraguay y Uruguay.",,4,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,,,,,489,,,,,,421,,,
XM-DAC-46008-cfa012119,Proyecto de Reforzamiento de Redes de Distribución Eléctrica para el Sector Acuícola,,"El Programa contempla inversiones para la mejora de los sistemas de transmisión y distribución eléctrica, particularmente para brindar servicio al sector camaronero del país y la electrificación rural en zonas actualmente sin servicio. Específicamente, las inversiones previstas han sido agrupadas en los siguientes componentes: 1. Sistema de transmisión: contempla obras en el sistema de transmisión que se requieren para abastecer la carga y mejorar la confiabilidad en las zonas de Chongón, Naranjal y Balao, Naranjal y Tenguel, Puerto Salvador y Puerto Baquerizo. Este componente será ejecutado por CELEC EP. 2. Sistema de subtransmisión y distribución: considera la elaboración de estudios, así como obras y equipamiento para proyectos de subtransmisión necesarias para abastecer las camaroneras ubicadas en la zona de influencia del Programa. Igualmente considera proyectos de distribución, principalmente alimentadores a niveles de tensión por debajo de 34,5 kV. Este componente será ejecutado por CNEL EP. Electrificación zonas rurales: abarca proyectos cercanos a las zonas de intervención, seleccionados de la base de proyectos de energización de zonas rurales de CNEL EP. Se espera beneficiar a 5.025 viviendas sin servicio eléctrico (VSS) y 1.378 viviendas que contando con servicio sufren de una calidad deficiente del mismo (VCS). Fortalecimiento institucional: considera los costos para el seguimiento y monitoreo, supervisión y fiscalización externa. Otros costos: corresponde a las auditorías (ambiental y técnico-financiera), y recursos para la elaboración de estudios ambientales.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,EC,,,,,,,,,,421,,,
XM-DAC-46008-cfa012677,Programa de Transición para la Transformación Productiva y Sostenible del Agro Ecuatoriano,,"El financiamiento ha sido estructurado bajo la modalidad de un préstamo basado en una Matriz de Políticas Públicas(PBL) por un monto de  hasta USD 250 MM. Esta operación reconocerá las acciones de política pública que conduzcan a una “Transición para la Transformación Productiva y Sostenible en el Agro Ecuatoriano”, en materia de mejora de la productividad del sector, fortalecimiento de la seguridad alimentaria y nutricional, lograr equidad en el sector agrícola, así como en el desarrollo de un sector agropecuario sostenible, inclusivo, libre de deforestación, bajo en emisiones de carbono y resiliente a los efectos del cambio climático.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,EC,,,,,,,,,,421,,,
