activity_identifier,result_ref,result_type,aggregation_status,title,description
XI-IATI-IADB-AR-L1004,result_3,2,false,Generación de divisas provenientes de la actividad turística en los Corredores de los Lagos e Iguazú-Misiones incrementada.,Generación de divisas provenientes de la actividad turística en los Corredores de los Lagos e Iguazú-Misiones incrementada.
XI-IATI-IADB-AR-L1004,result_4,1,false,Valorización y gestión de atracciones turísticas públicas,Valorización y gestión de atracciones turísticas públicas
XI-IATI-IADB-AR-L1013,result_1,1,false,Componente 1: Mejoramiento del apoyo institucional al sector privado del Norte Grande.,Componente 1: Mejoramiento del apoyo institucional al sector privado del Norte Grande.
XI-IATI-IADB-AR-L1013,result_2,1,false,Componente 2: Mejoramiento de la Competitividad de Conglomnerados Productivos.,Componente 2: Mejoramiento de la Competitividad de Conglomnerados Productivos.
XI-IATI-IADB-AR-L1013,result_3,1,false,"Componente 3: Seguimiento, Evaluación, Aprendizaje y Difusión.","Componente 3: Seguimiento, Evaluación, Aprendizaje y Difusión."
XI-IATI-IADB-AR-L1063,result_1,1,false,Apoyo a la implementación de planes de negocio,Apoyo a la implementación de planes de negocio
XI-IATI-IADB-AR-L1063,result_2,1,false,Fortalecimiento de la institucionalidad,Fortalecimiento de la institucionalidad
XI-IATI-IADB-AR-L1063,result_3,2,false,Integración de Pequeños Productores Vitícolas a la Cadena Vitivinícola mejorada,Integración de Pequeños Productores Vitícolas a la Cadena Vitivinícola mejorada
XI-IATI-IADB-AR-L1063,result_4,1,false,Promoción de Esquemas Asociativos,Promoción de Esquemas Asociativos
XI-IATI-IADB-AR-L1354,result_1,1,false,Componente 1: Inversiones en Infraestructura sostenible.,Componente 1: Inversiones en Infraestructura sostenible.
XI-IATI-IADB-AR-L1354,result_2,1,false,Componente 2: Fortalecimiento Institucional y estudios técnicos.,Componente 2: Fortalecimiento Institucional y estudios técnicos.
XI-IATI-IADB-AR-L1020,result_1,1,false,Información Monitoreo y Evaluación,Información Monitoreo y Evaluación
XI-IATI-IADB-AR-L1020,result_2,1,false,Planificación y Gestión de Insumos Estratégicos para los Servicios de Salud,Planificación y Gestión de Insumos Estratégicos para los Servicios de Salud
XI-IATI-IADB-AR-L1020,result_3,1,false,Proyectos Provinciales de Fortalecimiento de Redes de Servicios de Salud,Proyectos Provinciales de Fortalecimiento de Redes de Servicios de Salud
XI-IATI-IADB-AR-L1033,result_1,1,false,Componente 1: Asistencia Técnica a Empresas y Grupos Productivos,Componente 1: Asistencia Técnica a Empresas y Grupos Productivos
XI-IATI-IADB-AR-L1033,result_2,1,false,Componente 2: Fortalecimiento Institucional,Componente 2: Fortalecimiento Institucional
XI-IATI-IADB-AR-L1025,result_1,2,false,Sistemas de Gestión Integral de Residuos Sólidos Urbanos en municipios colindantes a Áreas Protegidas mejorados,Sistemas de Gestión Integral de Residuos Sólidos Urbanos en municipios colindantes a Áreas Protegidas mejorados
XI-IATI-IADB-AR-L1025,result_2,2,false,Sistemas de Gestión Integral de Residuos Sólidos Urbanos en otros municipios turísticos mejorados,Sistemas de Gestión Integral de Residuos Sólidos Urbanos en otros municipios turísticos mejorados
XI-IATI-IADB-AR-L1025,result_3,1,false,Subprograma 1: Gestión Integral de Residuos Sólidos Urbanos (GIRSU) en Áreas Protegidas y municipios colindantes,Subprograma 1: Gestión Integral de Residuos Sólidos Urbanos (GIRSU) en Áreas Protegidas y municipios colindantes
XI-IATI-IADB-AR-L1025,result_4,1,false,Subprograma 2: Gestión Integral de Residuos Sólidos Urbanos (GIRSU) en otros municipios turísticos,Subprograma 2: Gestión Integral de Residuos Sólidos Urbanos (GIRSU) en otros municipios turísticos
XI-IATI-IADB-AR-L1298,result_1,1,false,Componente 1. Estabilidad macroeconómica,Componente 1. Estabilidad macroeconómica
XI-IATI-IADB-AR-L1298,result_2,1,false,Componente 2. Promoción de la autonomía física de las mujeres,Componente 2. Promoción de la autonomía física de las mujeres
XI-IATI-IADB-AR-L1298,result_3,1,false,Componente 3. Promoción de la autonomía económica de las mujeres,Componente 3. Promoción de la autonomía económica de las mujeres
XI-IATI-IADB-AR-L1298,result_4,1,false,Componente 4. Fortalecimiento de la capacidad de gestión de las políticas de género,Componente 4. Fortalecimiento de la capacidad de gestión de las políticas de género
XI-IATI-IADB-AR-L1298,result_5,2,false,Fortalecimiento del marco normativo e institucional dirigido a promover la autonomía física y económica de las mujeres y la capacidad de gestión pública de las políticas de género,Fortalecimiento del marco normativo e institucional dirigido a promover la autonomía física y económica de las mujeres y la capacidad de gestión pública de las políticas de género
XI-IATI-IADB-AR-L1303,result_1,1,false,Componente 2. Fortalecimiento del acceso a la información y del marco legal de la ética de los funcionarios públicos,Componente 2. Fortalecimiento del acceso a la información y del marco legal de la ética de los funcionarios públicos
XI-IATI-IADB-AR-L1303,result_2,2,false,Resultado 1: Fortalecimiento del acceso a la información y del marco legal de la ética de los funcionarios públicos,Resultado 1: Fortalecimiento del acceso a la información y del marco legal de la ética de los funcionarios públicos
XI-IATI-IADB-AR-L1303,result_3,2,false,Resultado 2: Fortalecimiento de la transparencia del uso de los recursos públicos,Resultado 2: Fortalecimiento de la transparencia del uso de los recursos públicos
XI-IATI-IADB-AR-L1303,result_4,2,false,Resultado 3: Fortalecimiento de la transparencia financiera,Resultado 3: Fortalecimiento de la transparencia financiera
XI-IATI-IADB-AR-L1355,result_1,1,false,COMPONENTE 1. Subcomponente 1.1. Fortalecimiento edilicio de EPI.,COMPONENTE 1. Subcomponente 1.1. Fortalecimiento edilicio de EPI.
XI-IATI-IADB-AR-L1355,result_2,1,false,COMPONENTE 1. Subcomponente 1.2. Apoyo a la implementación de mejoras en la calidad de los procesos de atención y gestión de los EPI.,COMPONENTE 1. Subcomponente 1.2. Apoyo a la implementación de mejoras en la calidad de los procesos de atención y gestión de los EPI.
XI-IATI-IADB-AR-L1355,result_3,1,false,COMPONENTE 2. Subcomponente 2.1. Expansión y fortalecimiento de la gestión de la infraestructura educativa.,COMPONENTE 2. Subcomponente 2.1. Expansión y fortalecimiento de la gestión de la infraestructura educativa.
XI-IATI-IADB-AR-L1355,result_4,1,false,COMPONENTE 2. Subcomponente 2.2. Transformación de los Aprendizajes en la Educación Inicial en la postpandemia.,COMPONENTE 2. Subcomponente 2.2. Transformación de los Aprendizajes en la Educación Inicial en la postpandemia.
XI-IATI-IADB-AR-L1355,result_5,1,false,COMPONENTE 2. Subcomponente 2.3. Evaluación y monitoreo.,COMPONENTE 2. Subcomponente 2.3. Evaluación y monitoreo.
XI-IATI-IADB-AR-L1355,result_6,2,false,ampliar el acceso a EPI de calidad para niñas y niños de entre 0 y 4 años,ampliar el acceso a EPI de calidad para niñas y niños de entre 0 y 4 años
XI-IATI-IADB-AR-L1355,result_7,2,false,"fortalecer la enseñanza y las experiencias de aprendizaje de niñas y niños de 3 a 5 años, centradas en el juego y en la alfabetización digital, con perspectiva de género","fortalecer la enseñanza y las experiencias de aprendizaje de niñas y niños de 3 a 5 años, centradas en el juego y en la alfabetización digital, con perspectiva de género"
XI-IATI-IADB-AR-L1355,result_8,2,false,incrementar la cobertura de la Educación Inicial para niñas y niños de 3 a 5 años,incrementar la cobertura de la Educación Inicial para niñas y niños de 3 a 5 años
XI-IATI-IADB-AR-L1355,result_9,2,false,mejorar la calidad de los procesos de atención desarrollados en los EPI,mejorar la calidad de los procesos de atención desarrollados en los EPI
XI-IATI-IADB-AR-L1356,result_1,1,false,"Apoyo financiero a la reactivación económica de la producción (BID US$39,0 millones).","Apoyo financiero a la reactivación económica de la producción (BID US$39,0 millones)."
XI-IATI-IADB-AR-L1356,result_2,1,false,"Apoyo no financiero a la reactivación de la producción (BID US$0,5 millones).","Apoyo no financiero a la reactivación de la producción (BID US$0,5 millones)."
XI-IATI-IADB-AR-L1409,result_1,1,false,Mejoramiento de las políticas y programas de asistencia económica a los hogares con embarazadas y niños de hasta 48 meses,Mejoramiento de las políticas y programas de asistencia económica a los hogares con embarazadas y niños de hasta 48 meses
XI-IATI-IADB-AR-L1409,result_2,1,false,Mejoramiento del acceso de la población vulnerable a servicios de primera infancia,Mejoramiento del acceso de la población vulnerable a servicios de primera infancia
XI-IATI-IADB-AR-L1310,result_1,1,false,Componente 1. Mejora de la información satelital.,Componente 1. Mejora de la información satelital.
XI-IATI-IADB-AR-L1310,result_2,1,false,Componente 2. Nuevas aplicaciones satelitales.,Componente 2. Nuevas aplicaciones satelitales.
XI-IATI-IADB-AR-L1245,result_1,1,false,C1: Infraestructura vial,C1: Infraestructura vial
XI-IATI-IADB-AR-L1245,result_2,1,false,C2: Infraestructura hídrica,C2: Infraestructura hídrica
XI-IATI-IADB-AR-L1245,result_3,1,false,C3: Servicios básicos e Infraestructura Edilicia de uso público,C3: Servicios básicos e Infraestructura Edilicia de uso público
XI-IATI-IADB-AR-L1245,result_4,1,false,C4: Estudios,C4: Estudios
XI-IATI-IADB-AR-L1181,result_1,1,false,Componente I: Fortalecimiento de capacidades de innovación tecnológica.,Componente I: Fortalecimiento de capacidades de innovación tecnológica.
XI-IATI-IADB-AR-L1181,result_2,1,false,Componente II: Fortalecimiento de capacidades de investigación científica y tecnológica.,Componente II: Fortalecimiento de capacidades de investigación científica y tecnológica.
XI-IATI-IADB-AR-L1181,result_3,1,false,"Componente III: Seguimiento, evaluación, articulación y difusión de las políticas de CTI.","Componente III: Seguimiento, evaluación, articulación y difusión de las políticas de CTI."
XI-IATI-IADB-AR-L1404,result_1,1,false,Component 2. Promote the efficiency of tax policy and administration,Component 2. Promote the efficiency of tax policy and administration
XI-IATI-IADB-AR-L1404,result_2,1,false,Component 3. Promote the efficiency of public spending,Component 3. Promote the efficiency of public spending
XI-IATI-IADB-AR-L1101,result_1,1,false,Apoyo a la Gobernabilidad de Areas Metropolitanas,Apoyo a la Gobernabilidad de Areas Metropolitanas
XI-IATI-IADB-AR-L1101,result_2,1,false,Gestión de Areas Metropolitanas,Gestión de Areas Metropolitanas
XI-IATI-IADB-AR-L1101,result_3,2,false,Los servicios se gestionan y operan de manera coordinada con participación de más de dos autoridades territoriales en las AMIs.,Los servicios se gestionan y operan de manera coordinada con participación de más de dos autoridades territoriales en las AMIs.
XI-IATI-IADB-AR-L1101,result_4,2,false,Priorización de los problemas de gestión urbana por parte de las autoridades territoriales en las Areas Metropolitanas.,Priorización de los problemas de gestión urbana por parte de las autoridades territoriales en las Areas Metropolitanas.
XI-IATI-IADB-AR-L1413,result_1,1,false,Fortalecimiento de la libre competencia,Fortalecimiento de la libre competencia
XI-IATI-IADB-AR-L1413,result_2,1,false,Mejora de la calidad regulatoria,Mejora de la calidad regulatoria
XI-IATI-IADB-AR-L1413,result_3,1,false,Otros indicadores de temas transversales,Otros indicadores de temas transversales
XI-IATI-IADB-AR-L1413,result_4,1,false,Simplificación del comercio exterior,Simplificación del comercio exterior
XI-IATI-IADB-AR-L1007,result_1,1,false,"Fortalecimiento de la gestión en la provision de servicios de educación, salud y desarrollo social","Fortalecimiento de la gestión en la provision de servicios de educación, salud y desarrollo social"
XI-IATI-IADB-AR-L1007,result_2,1,false,"Infraestructura física y equipamientos en educación, salud y desarrollo social","Infraestructura física y equipamientos en educación, salud y desarrollo social"
XI-IATI-IADB-AR-L1007,result_3,2,false,Niveles de cobertura y calidad de los servicios de educación de la Provincia de Buenos Aires mejorados,Niveles de cobertura y calidad de los servicios de educación de la Provincia de Buenos Aires mejorados
XI-IATI-IADB-AR-L1021,result_1,1,false,Componente I - Obras Civiles y Electromecánicas para la Interconexión NEA-NOA,Componente I - Obras Civiles y Electromecánicas para la Interconexión NEA-NOA
XI-IATI-IADB-AR-L1021,result_2,1,false,Componente II - Obras civiles y electromecánicas para las redes de Transmisión y Subtransmisión Provincial y Regional del Norte Grande,Componente II - Obras civiles y electromecánicas para las redes de Transmisión y Subtransmisión Provincial y Regional del Norte Grande
XI-IATI-IADB-AR-L1021,result_3,2,false,"Demanda de energía eléctrica del sistema de la región del Norte Grande, satisfecha","Demanda de energía eléctrica del sistema de la región del Norte Grande, satisfecha"
XI-IATI-IADB-AR-L1021,result_4,2,false,Reforzar la red nacional de transmisión eléctrica y facilitar la competición en el mercado mayorista de generación.,Reforzar la red nacional de transmisión eléctrica y facilitar la competición en el mercado mayorista de generación.
XI-IATI-IADB-AR-L1080,result_1,2,false,Desempeño de AySA mejorado,Desempeño de AySA mejorado
XI-IATI-IADB-AR-L1080,result_2,1,false,Fortalecimiento institucional,Fortalecimiento institucional
XI-IATI-IADB-AR-L1080,result_3,1,false,Planta de Potabilización Gral. San Martín,Planta de Potabilización Gral. San Martín
XI-IATI-IADB-AR-L1080,result_4,1,false,Redes de agua potable,Redes de agua potable
XI-IATI-IADB-AR-L1080,result_5,2,false,Servicio de agua potable mejorado,Servicio de agua potable mejorado
XI-IATI-IADB-AR-L1080,result_6,2,false,Servicio de saneamiento cloacal mejorado,Servicio de saneamiento cloacal mejorado
XI-IATI-IADB-AR-L1080,result_7,1,false,Sistema cloacal,Sistema cloacal
XI-IATI-IADB-AR-L1131,result_1,1,false,Componente 1: Ejecución de Proyectos de Ingeniería,Componente 1: Ejecución de Proyectos de Ingeniería
XI-IATI-IADB-AR-L1131,result_2,1,false,Componente 2: Fortalecimiento Institucional,Componente 2: Fortalecimiento Institucional
XI-IATI-IADB-AR-L1131,result_3,1,false,Componente 3: Mantenimiento Vial,Componente 3: Mantenimiento Vial
XI-IATI-IADB-AR-L1131,result_4,1,false,Componente 4: Seguridad Vial,Componente 4: Seguridad Vial
XI-IATI-IADB-AR-L1131,result_5,1,false,Componente 5: Administración y Pre-inversión,Componente 5: Administración y Pre-inversión
XI-IATI-IADB-AR-L1014,result_1,1,false,"Componente A: Mejoramiento, Ampliación y Rehabilitación de la Red Vial Nacional (RVN)","Componente A: Mejoramiento, Ampliación y Rehabilitación de la Red Vial Nacional (RVN)"
XI-IATI-IADB-AR-L1014,result_2,1,false,"Componente B: Mejoramiento, Ampliación y Rehabilitación de la Red Vial Provincial (RVP)","Componente B: Mejoramiento, Ampliación y Rehabilitación de la Red Vial Provincial (RVP)"
XI-IATI-IADB-AR-L1014,result_3,1,false,Componente C: Fortalecimiento Institucional.,Componente C: Fortalecimiento Institucional.
XI-IATI-IADB-AR-L1149,result_1,1,false,Desarrollo de capacidades para la gestión de proyectos,Desarrollo de capacidades para la gestión de proyectos
XI-IATI-IADB-AR-L1149,result_2,1,false,Estudios de preinversión,Estudios de preinversión
XI-IATI-IADB-AR-L1149,result_3,1,false,Evaluación y gestión de proyectos,Evaluación y gestión de proyectos
XI-IATI-IADB-AR-L1151,result_1,1,false,Componente I - Mejorar la capacidad operativa y de gestión de entes operadores (Gestión Operativa),Componente I - Mejorar la capacidad operativa y de gestión de entes operadores (Gestión Operativa)
XI-IATI-IADB-AR-L1151,result_2,1,false,Componente II - Incremento en los niveles de recuperación y reciclaje y mejora en los servicios de recolección y disposición final (Infraestructura y Equipamiento),Componente II - Incremento en los niveles de recuperación y reciclaje y mejora en los servicios de recolección y disposición final (Infraestructura y Equipamiento)
XI-IATI-IADB-AR-L1151,result_3,1,false,Componente III - Formalización e inclusión de Recuperadores y aprovechamiento de RSU (Gestión Ambiental),Componente III - Formalización e inclusión de Recuperadores y aprovechamiento de RSU (Gestión Ambiental)
XI-IATI-IADB-AR-L1071,result_1,1,false,Apoyo a productos turísticos,Apoyo a productos turísticos
XI-IATI-IADB-AR-L1071,result_2,2,false,Cadenas de valor turística en los corredores del programa fortalecidas,Cadenas de valor turística en los corredores del programa fortalecidas
XI-IATI-IADB-AR-L1071,result_3,1,false,Fortalecimiento institucional,Fortalecimiento institucional
XI-IATI-IADB-AR-L1071,result_4,1,false,Gestión ambiental,Gestión ambiental
XI-IATI-IADB-AR-L1071,result_5,2,false,Información ambiental y capacidades de gestión disponibles en corredores y Áreas Protegidas del programa.,Información ambiental y capacidades de gestión disponibles en corredores y Áreas Protegidas del programa.
XI-IATI-IADB-AR-L1071,result_6,2,false,Oferta turística en productos relacionados con Áreas Protegidas diversificada,Oferta turística en productos relacionados con Áreas Protegidas diversificada
XI-IATI-IADB-AR-L1030,result_1,1,false,Areas de Riego Rehabilitadas,Areas de Riego Rehabilitadas
XI-IATI-IADB-AR-L1030,result_2,1,false,Caminos Rurales Rehabilitados,Caminos Rurales Rehabilitados
XI-IATI-IADB-AR-L1030,result_3,1,false,Negocios Agroalimentarios,Negocios Agroalimentarios
XI-IATI-IADB-AR-L1030,result_4,1,false,Preparación de Proyectos,Preparación de Proyectos
XI-IATI-IADB-AR-L1030,result_5,1,false,Servicios Mejorados,Servicios Mejorados
XI-IATI-IADB-AR-L1030,result_6,1,false,Zonas Rurales con Acceso a Sistemas de Energía,Zonas Rurales con Acceso a Sistemas de Energía
XI-IATI-IADB-AR-L1343,result_1,1,false,Consolidación del talento humano en ciberseguridad,Consolidación del talento humano en ciberseguridad
XI-IATI-IADB-AR-L1343,result_2,1,false,Fortalecimiento de las capacidades institucionales y tecnológicas de la SIT,Fortalecimiento de las capacidades institucionales y tecnológicas de la SIT
XI-IATI-IADB-AR-L1343,result_3,1,false,Mejoramiento de la protección del ecosistema del GDE,Mejoramiento de la protección del ecosistema del GDE
XI-IATI-IADB-AR-L1352,result_1,1,false,Componente I: Fortalecimiento de capacidades institucionales e infraestructura del SENASA para el manejo sostenible de los recursos zoo-fitosanitarios,Componente I: Fortalecimiento de capacidades institucionales e infraestructura del SENASA para el manejo sostenible de los recursos zoo-fitosanitarios
XI-IATI-IADB-AR-L1352,result_2,2,false,"OE 1: Mejorar la efectividad de vigilancia, control y prevención de introducción de plagas y enfermedades que afectan al patrimonio zoo-fitosanitario del país","OE 1: Mejorar la efectividad de vigilancia, control y prevención de introducción de plagas y enfermedades que afectan al patrimonio zoo-fitosanitario del país"
XI-IATI-IADB-AR-L1352,result_3,2,false,"OE 3: Mejorar la calidad de los servicios de certificación, pagos, y tramites ofertados por el SENASA","OE 3: Mejorar la calidad de los servicios de certificación, pagos, y tramites ofertados por el SENASA"
XI-IATI-IADB-AR-L1331,result_1,1,false,1. Protección mediante el uso de programas de transferencias monetarias existentes,1. Protección mediante el uso de programas de transferencias monetarias existentes
XI-IATI-IADB-AR-L1331,result_2,1,false,"Administración, auditoría, y evaluación del programa","Administración, auditoría, y evaluación del programa"
XI-IATI-IADB-AR-L1331,result_3,2,false,Apoyar niveles mínimos de ingreso de personas afectadas por la pandemia,Apoyar niveles mínimos de ingreso de personas afectadas por la pandemia
XI-IATI-IADB-AR-L1078,result_1,1,false,Fortalecimiento de la capacidad institucional del SCREI,Fortalecimiento de la capacidad institucional del SCREI
XI-IATI-IADB-AR-L1078,result_2,1,false,Fortalecimiento de los sistemas de gestión operativa y de inversiones en infraestructura,Fortalecimiento de los sistemas de gestión operativa y de inversiones en infraestructura
XI-IATI-IADB-AR-L1032,result_1,1,false,Fortalecimiento del Sistema de Fiscalización de Inocuidad Agroalimentaria,Fortalecimiento del Sistema de Fiscalización de Inocuidad Agroalimentaria
XI-IATI-IADB-AR-L1032,result_2,1,false,Modernización de la Gestión Institucional,Modernización de la Gestión Institucional
XI-IATI-IADB-AR-L1073,result_1,1,false,"Fondos de Innovación Tecnológica Sectorial, FITS","Fondos de Innovación Tecnológica Sectorial, FITS"
XI-IATI-IADB-AR-L1073,result_2,1,false,Infraestructura científica y tecnológica y fortalecimiento institucional,Infraestructura científica y tecnológica y fortalecimiento institucional
XI-IATI-IADB-AR-L1073,result_3,2,false,Infraestrucura científica y tecnológica mejorada.,Infraestrucura científica y tecnológica mejorada.
XI-IATI-IADB-AR-L1073,result_4,2,false,Innovaciones logradas en sectores apoyados por Fondos de Innovación Tecnológia Sectorial (FITS).,Innovaciones logradas en sectores apoyados por Fondos de Innovación Tecnológia Sectorial (FITS).
XI-IATI-IADB-AR-L1073,result_5,2,false,Inversión en innovación incrementada.,Inversión en innovación incrementada.
XI-IATI-IADB-AR-L1073,result_6,1,false,Modernización Tecnológica y Fortalecimiento de Capacidades Científicas,Modernización Tecnológica y Fortalecimiento de Capacidades Científicas
XI-IATI-IADB-AR-L1279,result_1,1,false,Desarrollo de capacidades y preinversión,Desarrollo de capacidades y preinversión
XI-IATI-IADB-AR-L1279,result_2,1,false,Obras civiles,Obras civiles
XI-IATI-IADB-AR-L1015,result_1,1,false,Agua Potable y Saneamiento.,Agua Potable y Saneamiento.
XI-IATI-IADB-AR-L1015,result_2,1,false,Fortalecimiento Operacional e Institucional.,Fortalecimiento Operacional e Institucional.
XI-IATI-IADB-AR-L1015,result_3,1,false,Infraestructura hidráulica productiva.,Infraestructura hidráulica productiva.
XI-IATI-IADB-AR-L1015,result_4,2,false,Productividad de las actividades agropecuarias aumentada,Productividad de las actividades agropecuarias aumentada
XI-IATI-IADB-AR-L1015,result_5,2,false,Servicio de agua potable y saneamiento mejorado,Servicio de agua potable y saneamiento mejorado
XI-IATI-IADB-AR-L1015,result_6,2,false,Vulnerabilidad a inundaciones reducida,Vulnerabilidad a inundaciones reducida
XI-IATI-IADB-AR-L1273,result_1,1,false,1. Medidas Estructurales: Obras de drenaje y control de inundaciones construidas,1. Medidas Estructurales: Obras de drenaje y control de inundaciones construidas
XI-IATI-IADB-AR-L1273,result_2,1,false,Componente 2: Medidas No Estructurales,Componente 2: Medidas No Estructurales
XI-IATI-IADB-AR-L1273,result_3,2,false,Resultado1: Disminución de los daños económicos causados por las inundaciones,Resultado1: Disminución de los daños económicos causados por las inundaciones
XI-IATI-IADB-AR-L1273,result_4,2,false,Resultado2: Disminución del Riesgo hídrico por las Medidas Estructurales (obras de drenaje y control de inundaciones construidas) en la PBA,Resultado2: Disminución del Riesgo hídrico por las Medidas Estructurales (obras de drenaje y control de inundaciones construidas) en la PBA
