activity_identifier,result_ref,indicator_ref,indicator_measure,ascending,aggregation_status,title,description,baseline_year,baseline_iso_date,baseline_value,baseline_comment
XI-IATI-IADB-AR-L1248,result_1,indicator_XI-IATI-IADB-AR-L1248_result_1_23,1,,,N° de gobiernos provinciales con Sistemas de Administración Tributaria modernizados,N° de gobiernos provinciales con Sistemas de Administración Tributaria modernizados,,,,
XI-IATI-IADB-AR-L1248,result_1,indicator_XI-IATI-IADB-AR-L1248_result_1_24,1,,,N° de gobiernos provinciales con Presupuesto por Resultados instalados,N° de gobiernos provinciales con Presupuesto por Resultados instalados,,,,
XI-IATI-IADB-AR-L1248,result_2,indicator_XI-IATI-IADB-AR-L1248_result_2_1,1,,,Numero de obras financiadas por el Fondo Complementario,Numero de obras financiadas por el Fondo Complementario,,,,
XI-IATI-IADB-AR-L1248,result_2,indicator_XI-IATI-IADB-AR-L1248_result_2_2,1,,,Número de obras financiadas por el Fondo Inicial,Número de obras financiadas por el Fondo Inicial,,,,
XI-IATI-IADB-AR-L1248,result_2,indicator_XI-IATI-IADB-AR-L1248_result_2_3,1,,,Número de obras financiadas por el Fondo Inicial,Número de obras financiadas por el Fondo Inicial,,,,
XI-IATI-IADB-AR-L1248,result_2,indicator_XI-IATI-IADB-AR-L1248_result_2_4,1,,,Número de obras financiadas por el Fondo Inicial,Número de obras financiadas por el Fondo Inicial,,,,
XI-IATI-IADB-AR-L1344,result_1,indicator_XI-IATI-IADB-AR-L1344_result_1_1,1,,,Equipamiento informático para comunicaciones internas adquirido y en uso,Equipamiento informático para comunicaciones internas adquirido y en uso,,,,
XI-IATI-IADB-AR-L1344,result_1,indicator_XI-IATI-IADB-AR-L1344_result_1_2,1,,,"Licencias de software de simulación para formación, entrenamiento y aplicación en los sectores de trabajo adquiridas","Licencias de software de simulación para formación, entrenamiento y aplicación en los sectores de trabajo adquiridas",,,,
XI-IATI-IADB-AR-L1344,result_1,indicator_XI-IATI-IADB-AR-L1344_result_1_3,1,,,Planos de instalaciones internas domiciliarias (de AyS) digitalizados,Planos de instalaciones internas domiciliarias (de AyS) digitalizados,,,,
XI-IATI-IADB-AR-L1344,result_1,indicator_XI-IATI-IADB-AR-L1344_result_1_4,1,,,Equipamiento para inspección de obras adquirido y en uso,Equipamiento para inspección de obras adquirido y en uso,,,,
XI-IATI-IADB-AR-L1344,result_1,indicator_XI-IATI-IADB-AR-L1344_result_1_5,1,,,Política Institucional para la inclusión de personas con discapacidad elaborada,Política Institucional para la inclusión de personas con discapacidad elaborada,,,,
XI-IATI-IADB-AR-L1344,result_1,indicator_XI-IATI-IADB-AR-L1344_result_1_6,1,,,Distritos con herramienta para la gestión optimizada de la oferta y demanda de agua implementada,Distritos con herramienta para la gestión optimizada de la oferta y demanda de agua implementada,,,,
XI-IATI-IADB-AR-L1344,result_1,indicator_XI-IATI-IADB-AR-L1344_result_1_7,1,,,"Política de Igualdad de Género que incorpora estrategias de respaldo al desarrollo profesional, con enfoque de género e inclusión elaborado","Política de Igualdad de Género que incorpora estrategias de respaldo al desarrollo profesional, con enfoque de género e inclusión elaborado",,,,
XI-IATI-IADB-AR-L1344,result_2,indicator_XI-IATI-IADB-AR-L1344_result_2_1,1,,,Medidores de presión con sensores de golpe de ariete instalados,Medidores de presión con sensores de golpe de ariete instalados,,,,
XI-IATI-IADB-AR-L1344,result_2,indicator_XI-IATI-IADB-AR-L1344_result_2_2,1,,,Micromedidores instalados,Micromedidores instalados,,,,
XI-IATI-IADB-AR-L1344,result_2,indicator_XI-IATI-IADB-AR-L1344_result_2_3,1,,,Redes de distribución de agua renovadas,Redes de distribución de agua renovadas,,,,
XI-IATI-IADB-AR-L1344,result_2,indicator_XI-IATI-IADB-AR-L1344_result_2_4,1,,,Macromedidores de caudal y registradores de presión instalados,Macromedidores de caudal y registradores de presión instalados,,,,
XI-IATI-IADB-AR-L1017,result_1,indicator_XI-IATI-IADB-AR-L1017_result_1_1,1,,,Aplicaciones estratégicas con diseño preliminar completado.,Aplicaciones estratégicas con diseño preliminar completado.,,,,
XI-IATI-IADB-AR-L1017,result_1,indicator_XI-IATI-IADB-AR-L1017_result_1_2,1,,,Plan de entrega de datos de instrumento aerotransportado (datos SAR) para desarrollo de aplicaciones completado.,Plan de entrega de datos de instrumento aerotransportado (datos SAR) para desarrollo de aplicaciones completado.,,,,
XI-IATI-IADB-AR-L1017,result_1,indicator_XI-IATI-IADB-AR-L1017_result_1_3,1,,,Programa de anuncio de oportunidad diseñado.,Programa de anuncio de oportunidad diseñado.,,,,
XI-IATI-IADB-AR-L1017,result_2,indicator_XI-IATI-IADB-AR-L1017_result_2_1,1,,,Diseño detallado validado.,Diseño detallado validado.,,,,
XI-IATI-IADB-AR-L1017,result_2,indicator_XI-IATI-IADB-AR-L1017_result_2_2,1,,,Diseño preliminar de satélites y de infraestructura terrestre validados.,Diseño preliminar de satélites y de infraestructura terrestre validados.,,,,
XI-IATI-IADB-AR-L1274,result_1,indicator_XI-IATI-IADB-AR-L1274_result_1_1,1,,,Km de carretera RPNº 6 existente rehabilitados,Km de carretera RPNº 6 existente rehabilitados,,,,
XI-IATI-IADB-AR-L1274,result_1,indicator_XI-IATI-IADB-AR-L1274_result_1_2,1,,,Km de carretera RPNº 6 referido a Distribuidores de Tránsito mejorados,Km de carretera RPNº 6 referido a Distribuidores de Tránsito mejorados,,,,
XI-IATI-IADB-AR-L1274,result_1,indicator_XI-IATI-IADB-AR-L1274_result_1_3,1,,,Km de carretera RPNº 11 (tramo Mar de Ajó - Pinamar) ejecutados,Km de carretera RPNº 11 (tramo Mar de Ajó - Pinamar) ejecutados,,,,
XI-IATI-IADB-AR-L1274,result_1,indicator_XI-IATI-IADB-AR-L1274_result_1_4,1,,,Km de carreteras RPNº 6 y RPNº 11 inspeccionados,Km de carreteras RPNº 6 y RPNº 11 inspeccionados,,,,
XI-IATI-IADB-AR-L1274,result_1,indicator_XI-IATI-IADB-AR-L1274_result_1_5,1,,,Km de carretera RPNº 11 (tramo Villa Gesell - Mar Chiquita) ejecutados,Km de carretera RPNº 11 (tramo Villa Gesell - Mar Chiquita) ejecutados,,,,
XI-IATI-IADB-AR-L1274,result_2,indicator_XI-IATI-IADB-AR-L1274_result_2_1,1,,,Km de carreteras de jurisdicción provincial relevados e inventariados,Km de carreteras de jurisdicción provincial relevados e inventariados,,,,
XI-IATI-IADB-AR-L1274,result_2,indicator_XI-IATI-IADB-AR-L1274_result_2_2,1,,,Plan de Fortalecimiento del Área Seguridad Vial de la DVBA implementado,Plan de Fortalecimiento del Área Seguridad Vial de la DVBA implementado,,,,
XI-IATI-IADB-AR-L1274,result_2,indicator_XI-IATI-IADB-AR-L1274_result_2_3,1,,,Sistema de Gestión de Activos Viales de la PBA y Plan de Inversión Vial implementados,Sistema de Gestión de Activos Viales de la PBA y Plan de Inversión Vial implementados,,,,
XI-IATI-IADB-AR-L1274,result_2,indicator_XI-IATI-IADB-AR-L1274_result_2_4,1,,,Km de carreteras con proyectos en condiciones de ser licitados,Km de carreteras con proyectos en condiciones de ser licitados,,,,
XI-IATI-IADB-AR-L1274,result_2,indicator_XI-IATI-IADB-AR-L1274_result_2_5,1,,,Km de carreteras con proyectos en condiciones de ser licitados,Km de carreteras con proyectos en condiciones de ser licitados,,,,
XI-IATI-IADB-AR-L1274,result_2,indicator_XI-IATI-IADB-AR-L1274_result_2_6,1,,,Km de carreteras con proyectos en condiciones de ser licitados,Km de carreteras con proyectos en condiciones de ser licitados,,,,
XI-IATI-IADB-AR-L1274,result_2,indicator_XI-IATI-IADB-AR-L1274_result_2_7,1,,,Km de carreteras con proyectos en condiciones de ser licitados,Km de carreteras con proyectos en condiciones de ser licitados,,,,
XI-IATI-IADB-AR-L1141,result_1,indicator_XI-IATI-IADB-AR-L1141_result_1_1,1,,,Centros de Desarrollo Tecnológico y Servicios financiados,Centros de Desarrollo Tecnológico y Servicios financiados,,,,
XI-IATI-IADB-AR-L1141,result_1,indicator_XI-IATI-IADB-AR-L1141_result_1_2,1,,,Centros de Desarrollo Tecnológico y Servicios financiados,Centros de Desarrollo Tecnológico y Servicios financiados,,,,
XI-IATI-IADB-AR-L1141,result_1,indicator_XI-IATI-IADB-AR-L1141_result_1_3,1,,,Proyectos de Innovación Tecnológica Sectoriales y Regionales financiados,Proyectos de Innovación Tecnológica Sectoriales y Regionales financiados,,,,
XI-IATI-IADB-AR-L1141,result_1,indicator_XI-IATI-IADB-AR-L1141_result_1_4,1,,,Proyectos de Innovación Tecnológica Sectoriales y Regionales financiados,Proyectos de Innovación Tecnológica Sectoriales y Regionales financiados,,,,
XI-IATI-IADB-AR-L1141,result_1,indicator_XI-IATI-IADB-AR-L1141_result_1_5,1,,,Proyectos de Innovación Tecnológica Sectoriales y Regionales financiados,Proyectos de Innovación Tecnológica Sectoriales y Regionales financiados,,,,
XI-IATI-IADB-AR-L1141,result_2,indicator_XI-IATI-IADB-AR-L1141_result_2_1,1,,,Centros de prestación de servicios tecnológicos fortalecidos,Centros de prestación de servicios tecnológicos fortalecidos,,,,
XI-IATI-IADB-AR-L1141,result_2,indicator_XI-IATI-IADB-AR-L1141_result_2_2,1,,,Centros de prestación de servicios tecnológicos fortalecidos,Centros de prestación de servicios tecnológicos fortalecidos,,,,
XI-IATI-IADB-AR-L1141,result_2,indicator_XI-IATI-IADB-AR-L1141_result_2_3,1,,,Plataformas de servicios científicos y tecnológicos creadas,Plataformas de servicios científicos y tecnológicos creadas,,,,
XI-IATI-IADB-AR-L1141,result_2,indicator_XI-IATI-IADB-AR-L1141_result_2_4,1,,,Proyectos de investigación científica y tecnológica financiados,Proyectos de investigación científica y tecnológica financiados,,,,
XI-IATI-IADB-AR-L1141,result_2,indicator_XI-IATI-IADB-AR-L1141_result_2_5,1,,,Proyectos de investigación científica y tecnológica financiados,Proyectos de investigación científica y tecnológica financiados,,,,
XI-IATI-IADB-AR-L1141,result_2,indicator_XI-IATI-IADB-AR-L1141_result_2_6,1,,,Proyectos de investigación científica y tecnológica financiados,Proyectos de investigación científica y tecnológica financiados,,,,
XI-IATI-IADB-AR-L1141,result_2,indicator_XI-IATI-IADB-AR-L1141_result_2_7,1,,,Empresas financiadas para proyectos individuales de innovación y desarrollo tecnológico,Empresas financiadas para proyectos individuales de innovación y desarrollo tecnológico,,,,
XI-IATI-IADB-AR-L1141,result_2,indicator_XI-IATI-IADB-AR-L1141_result_2_8,1,,,Empresas financiadas para proyectos individuales de innovación y desarrollo tecnológico,Empresas financiadas para proyectos individuales de innovación y desarrollo tecnológico,,,,
XI-IATI-IADB-AR-L1141,result_2,indicator_XI-IATI-IADB-AR-L1141_result_2_9,1,,,Empresas financiadas para proyectos individuales de innovación y desarrollo tecnológico,Empresas financiadas para proyectos individuales de innovación y desarrollo tecnológico,,,,
XI-IATI-IADB-AR-L1141,result_3,indicator_XI-IATI-IADB-AR-L1141_result_3_1,1,,,Obras de infraestructura científica y tecnológica terminadas,Obras de infraestructura científica y tecnológica terminadas,,,,
XI-IATI-IADB-AR-L1141,result_4,indicator_XI-IATI-IADB-AR-L1141_result_4_1,1,,,Profesionales en áreas prioritarias de la ciencia y la tecnología formados,Profesionales en áreas prioritarias de la ciencia y la tecnología formados,,,,
XI-IATI-IADB-AR-L1141,result_4,indicator_XI-IATI-IADB-AR-L1141_result_4_2,1,,,Profesionales en áreas prioritarias de la ciencia y la tecnología formados,Profesionales en áreas prioritarias de la ciencia y la tecnología formados,,,,
XI-IATI-IADB-AR-L1141,result_5,indicator_XI-IATI-IADB-AR-L1141_result_5_1,1,,,"Profesionales especializados en gestión de la innovación, ciencia y tecnología financiados","Profesionales especializados en gestión de la innovación, ciencia y tecnología financiados",,,,
XI-IATI-IADB-AR-L1141,result_5,indicator_XI-IATI-IADB-AR-L1141_result_5_2,1,,,"Profesionales especializados en gestión de la innovación, ciencia y tecnología financiados","Profesionales especializados en gestión de la innovación, ciencia y tecnología financiados",,,,
XI-IATI-IADB-AR-L1141,result_5,indicator_XI-IATI-IADB-AR-L1141_result_5_3,1,,,"Profesionales especializados en gestión de la innovación, ciencia y tecnología financiados","Profesionales especializados en gestión de la innovación, ciencia y tecnología financiados",,,,
XI-IATI-IADB-AR-L1141,result_5,indicator_XI-IATI-IADB-AR-L1141_result_5_4,1,,,"Profesionales especializados en gestión de la innovación, ciencia y tecnología financiados","Profesionales especializados en gestión de la innovación, ciencia y tecnología financiados",,,,
XI-IATI-IADB-AR-L1141,result_5,indicator_XI-IATI-IADB-AR-L1141_result_5_5,1,,,Estancias cortas para especializaciones y/o visitas técnicas a instituciones de otros países realizadas,Estancias cortas para especializaciones y/o visitas técnicas a instituciones de otros países realizadas,,,,
XI-IATI-IADB-AR-L1141,result_5,indicator_XI-IATI-IADB-AR-L1141_result_5_6,1,,,Estancias cortas para especializaciones y/o visitas técnicas a instituciones de otros países realizadas,Estancias cortas para especializaciones y/o visitas técnicas a instituciones de otros países realizadas,,,,
XI-IATI-IADB-AR-L1141,result_5,indicator_XI-IATI-IADB-AR-L1141_result_5_7,1,,,Estancias cortas para especializaciones y/o visitas técnicas a instituciones de otros países realizadas,Estancias cortas para especializaciones y/o visitas técnicas a instituciones de otros países realizadas,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_1,1,,,Colectores principales del subsistema cloacal Rawson construidos,Colectores principales del subsistema cloacal Rawson construidos,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_2,1,,,Colectores principales del subsistema cloacal Rawson construidos,Colectores principales del subsistema cloacal Rawson construidos,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_3,1,,,Colectores principales del subsistema cloacal Rawson construidos,Colectores principales del subsistema cloacal Rawson construidos,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_4,1,,,Colector principal Chimbas construido,Colector principal Chimbas construido,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_5,1,,,Colector principal Chimbas construido,Colector principal Chimbas construido,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_6,1,,,Colector principal Chimbas construido,Colector principal Chimbas construido,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_7,1,,,Colector principal Chimbas construido,Colector principal Chimbas construido,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_8,1,,,Redes colectoras secundarias del subsistema cloacal Rawson construidas,Redes colectoras secundarias del subsistema cloacal Rawson construidas,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_9,1,,,Redes colectoras secundarias del subsistema cloacal Rawson construidas,Redes colectoras secundarias del subsistema cloacal Rawson construidas,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_10,1,,,Redes colectoras secundarias del subsistema cloacal Rawson construidas,Redes colectoras secundarias del subsistema cloacal Rawson construidas,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_11,1,,,Redes colectoras secundarias del subsistema cloacal Rawson construidas,Redes colectoras secundarias del subsistema cloacal Rawson construidas,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_12,1,,,Colectores principales del susbistema cloacal Chimbas construidos,Colectores principales del susbistema cloacal Chimbas construidos,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_13,1,,,Colectores principales del susbistema cloacal Chimbas construidos,Colectores principales del susbistema cloacal Chimbas construidos,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_14,1,,,Colectores principales del susbistema cloacal Chimbas construidos,Colectores principales del susbistema cloacal Chimbas construidos,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_15,1,,,Conexiones domiciliarias del subsistema cloacal Chimbas ejecutadas disponibles,Conexiones domiciliarias del subsistema cloacal Chimbas ejecutadas disponibles,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_16,1,,,Conexiones domiciliarias del subsistema cloacal Chimbas ejecutadas disponibles,Conexiones domiciliarias del subsistema cloacal Chimbas ejecutadas disponibles,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_17,1,,,Conexiones domiciliarias del subsistema cloacal Chimbas ejecutadas disponibles,Conexiones domiciliarias del subsistema cloacal Chimbas ejecutadas disponibles,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_18,1,,,Redes colectoras secundarias del subsistema cloacal Chimbas construidas,Redes colectoras secundarias del subsistema cloacal Chimbas construidas,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_19,1,,,Redes colectoras secundarias del subsistema cloacal Chimbas construidas,Redes colectoras secundarias del subsistema cloacal Chimbas construidas,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_20,1,,,Redes colectoras secundarias del subsistema cloacal Chimbas construidas,Redes colectoras secundarias del subsistema cloacal Chimbas construidas,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_21,1,,,Redes colectoras secundarias del subsistema cloacal Chimbas construidas,Redes colectoras secundarias del subsistema cloacal Chimbas construidas,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_22,1,,,Colector princial Centro rehabilitado,Colector princial Centro rehabilitado,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_23,1,,,Colector principal Segunda Cloaca Máxima rehabilitado,Colector principal Segunda Cloaca Máxima rehabilitado,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_24,1,,,Colector principal Segunda Cloaca Máxima rehabilitado,Colector principal Segunda Cloaca Máxima rehabilitado,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_25,1,,,Colector principal Segunda Cloaca Máxima rehabilitado,Colector principal Segunda Cloaca Máxima rehabilitado,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_26,1,,,Conexiones domiciliarias del subsistema cloacal Rawson ejecutadas disponibles,Conexiones domiciliarias del subsistema cloacal Rawson ejecutadas disponibles,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_27,1,,,Conexiones domiciliarias del subsistema cloacal Rawson ejecutadas disponibles,Conexiones domiciliarias del subsistema cloacal Rawson ejecutadas disponibles,,,,
XI-IATI-IADB-AR-L1084,result_1,indicator_XI-IATI-IADB-AR-L1084_result_1_28,1,,,Conexiones domiciliarias del subsistema cloacal Rawson ejecutadas disponibles,Conexiones domiciliarias del subsistema cloacal Rawson ejecutadas disponibles,,,,
